user_id,actual,own_rec_baseline
1321,"[  821344   924610  1107661  1133018  5592164   920421   966310  1011572
 13380863   923746   869622   895166  1106523  1129461  9527350   914483
   989069  1015826  1075470  1096036  5574409   822407   879528   892008
  1007191  1016260  1029174  1100533  1135476   888111   947858   985521
  1082947  1102358  1113780  1124695 10200563   832849   841683   869024
   876932   966738  1040346  1044895  1062857  1082185  6773015  1022956
  1076056   850102   883068   939636   953104  1052512  1119399 15571300
 15630096]","[981591, 869622, 1043095, 1107661, 1082947]"
1325,"[  848945   923138   961554   987724  1022297  1025545  8203686 13007509
 15716156 15927505 17179012   820165   909714   945662   995311  1012051
  1031260  1057365  1138423   839747   847401   903325  1053981 16100266
   833025   841309   890423   908940   920724  1010409 13007355 13008412]","[1003699, 13008412, 954077, 1116050, 916482]"
1326,"[ 6533765  6534178   851260  1043436 10150198   836051   910032   925178
   925258   959022   977268  1029743  1098066  1110244  8019840  9527487
 13115898 17974317   883404   893018  1050229  1020175  1122878   839849
   848971   868423   908089   916381   922415   983584   989251   995785
  1012816  1027168  1040371  1132770  9337126 17900896 17901795   899624
   937413   929433  1056509  1096036 10309218   821344   831509   842140
   844991   848015   868075   868546   869577   873622   878996   893868
   896369   929309   938700   940766   948232   963971   965766   968146
   973868   986327   988460   993913  1003188  1038217  1039589  1045109
  1058779  1062782  1068517  1085154  1090330  1108488  5592455 12302069
 12729288 14077330 15452812 15972115   822346   827047   860776   903325
   991592  1018859  1081177  5978648 12523759 13095061 16734408   873964
   928833   940090  5568378]","[1056212, 9575582, 1063739, 1031864, 1128464]"
1328,"[  844165   931532   962568   982790   995785  1011089  1033220  1037863
  1103346  1132770  7432861   875089   882441   951590   962118  1002459
  1088835 12427353   854852   898980   912681   923746   985893  1026118
  1037720  1078346  6463721 15778315   910291   824180   847982   856524
   859075   874061   878710   893638   908213   926959   928049   933067
   933835   935317   944534   949965   952317   955914   965562   969866
   999270   999779  1002558  1029743  1043590  1044590  1068719  1111072
  1132771  1134522  9337729  9837100   826666   834833   836445   851716
   861021   861603   871756   876806   879152   883404   889912   894358
   909638   910264   914826   953134   979707   985119  1000753  1006664
  1014948  1045220  1053931  1062966  1070015  1075765  1077410  1084008
  1104649  1125478  1134882  9487384  9884675  9884753 12731714 12757316
 15926725 15926927   823758   825494   832678   837270   861511   864805
   889362   902181   905636   907014   909894   936897   963971   978354
   981760   985427   996892  1004906  1013770  1027068  1029624  1048383
  1048727  1069175  1084597  1096317  1106523  1110292  1123792  5568378
  6602440  8090521  9487603   821730   833465   861341   978913   986417
  1064050  1118648  5568197 15596705]","[922561, 1062425, 901403, 931532, 871162]"
1329,[  995242 16766191],"[9553042, 1033913, 1082770, 853221, 824073]"
1330,"[  819978   837270   913278   921504   952317   991592  1005609  1007642
  1020156  1042616  1055646  1080279  1131321  1133018  5586658  5592261
  9188792 15926844 18003264   856252   914190   962229  1002558  5568800
  5585966 15926775]","[880888, 6904419, 1112766, 1094371, 856252]"
1331,[1026891 1031316],"[1031316, 963686, 1029252, 911017, 928749]"
1332,"[  866227   874736   912287   948420  1063207 13510889   848605   993327
  1110572  1131384   826272   953581   994894  1118890 17291300]","[10284931, 5566884, 1112205, 912287, 874736]"
1333,"[  826816   827332   833556   843891   849315   879528   888586   912704
   948670   970119   971949   990797  1009977  1053988  1082185  1087605
  1118479  1126899  1128016  1132231  1133523  5568869  5995491  6554307
  6704192  7409670  7433888  9859182 12525256 13008065 13039742 13841744
 17249899   827050   843756   863479   870780   882604   893018   905582
   985420  1076722  5568729  8203947 13416469 15595979 15778340 15863829
   843418   861272   878996   879699   908064   943169   951213   963550
   990688   993639  1018083  1022299  1029902  1051211  1053058  1083219
  1116794  7168759  7409957 10121610 12352204 13412122 13417761 13876341
 15452734 15596443 17973821]","[888586, 5995603, 1033913, 9338009, 9858662]"
1334,"[  839747   879755   880139   916381   995238  1038663  1055646  1074524
  1102959  1138189  5585510  9396770 12781869 15686711 15926775   823758
   852182   854270   859026   866211   896974   896976   913785   919948
   930179   930917   966063   987480  1076056  7409880 10312139 17826734
 18022339]","[1090330, 969945, 1110042, 844759, 1125948]"
1335,"[  831728   853548   862349   864557   947326   994928  1009187  1042571
  1043035  1089392  1123035  5568758  9836386 13213453 15483383 15483692]","[1010681, 7166839, 1029112, 836286, 8358383]"
1336,"[  908531   935993   976300   981760   987122   995242  1078011  1085601
  5585701  8091550  8291322 12384775 12386122   821565   823758   831063
   833025   845705   858373   859154   882247   883404   886996   896369
   907631   911812   934639   937686   938700   948650   961631   962568
   964977   973861   983897   995896  1012816  1033142  1033220  1052512
  1053690  1062782  1086740  1092026  1101173  1112473  5565802  6391557
  6463826  7155863  9523058  9881592 12810393   834842   872762   916122
   919534   926796  1018740  1065496  1067185  1123720  1131550 10121981
 12604679   844179   901367   912902  1015177  1096036  1100872   830156
   856252   859010   908145   908176   914190   915679   969974  1070214
  1104414  1123842  5569230 10285389]","[938139, 1052920, 5995985, 1139569, 1100273]"
1337,"[  828328   908531   917742   950098   951561  1029743  1040700  1104195
  5581254  6534178   883404   923746   954642   982790   995242  1053690
  1055646  1073902  1082185  1096036  1105769  6443332  6513604  9523079
  9527159 12385624 12757316   824005   826249   881988   923670   944323
   950384   952317  1095100  1100975  7410361  9671465 12428488   840361
   929433   870183   890862  1002765  1092588 17214936   821209   897007
   924804   945756   948232   961554   991999  1024065  1042774  1055863
  1071377  1074524  1080414  8249433 10250438 14050416 10204635 12988091
 18001962]","[947147, 931108, 923670, 892728, 1097544]"
1338,"[ 6534178   839849   841220   865330   870980   874736  1005902  1066509
  1098284  1138353 12731413   922907   989985  1022003  7168735  9220977
 15717278  1012816  1044655  1050851  1106523  1123792  1037337   896369
   909306   934427   935993   994928  1031831  1038217  1062782  1085154
  1111072  1133018  5981074  7409971  7410290 10285141 12456921 12810418
 16809431 16809471   926394  9526886   856772   874972   943233   952317
  1053282  8357613  1079058  1122568   857849   896611   911409  1001148
  1031492   828412  1003188  1050233  1085604   953320  1071939  1080414
  1115801  9836903 18055329 18184178]","[839849, 989985, 984677, 996425, 874736]"
1340,"[ 912987  819255  834117  866227  889362  896085 1014082 1035144  929309
  948650  960744  994807 1054047 1097418 7407975 1068934]","[1033913, 900770, 1024032, 902377, 8090956]"
1342,[ 852080  949294 6534178],"[975633, 5572276, 13115937, 916654, 13115749]"
1343,"[  822524   825994   829685   841037   896613   912681   926422   961447
   993327  1005186  1025581  1026737  1040842  1063207  1078346  1131400
  1139216  5583623  6544219  6548129  6704062 18005961 18006036 18006037
   956902  1119784 15717057]","[964221, 6533681, 13842224, 849098, 5568445]"
1344,"[  840361   847634   862915   865891   896516   898847   936634   977791
   995242  1008288  1013148  1018780  1042697  1048848  1056413  1082185
  1087614  1113588  1131713  1136361  1137273  1138858  5564236 12132277
 12171387 12185235 12263119 15686676 16729415]","[1008288, 7168057, 1098435, 898847, 10204488]"
1346,"[  872729   890610  1003441  1118393 10456655  1108894   498043   547483
   687292   752338   766619   817620   448699   522968   538820   541569
   557125   679626   730776  9444977  9676314 10455103 13211907 13510469]","[5569309, 5574377, 480014, 903738, 5568758]"
1347,"[ 1029743  1118891  7152455   860776   888476   934369   935959   982493
   994685  1031864  1065593  1107553  1108168  1109805  5568721  9419648
 10456405 15830318 15830898 16808097  6534166   849202   839753   853904
   866950   903674   949965   955559   979746  1003421  1069360  1071333
  1086784  1102139  1114907  1119879  1128334 10284865 13007389 13511941
 17248643 17249007   917384   981521 10200563 15778434 17903344  5590817]","[7166723, 982469, 1031864, 900770, 1107553]"
1350,"[12731432   849843   882441   883404   940023  1077588  1120741  1132770
  7025517]","[890513, 951746, 988697, 9527487, 14050461]"
1351,[1133018  860975  923746],"[12262832, 1057749, 972629, 919589, 848878]"
1352,"[  862349   873782   887299   935200  1014915  1077512  6534178   845262
   900802   970869  1049788  1117899   892264   897025   950557  1011645
  1107749  7025044 12301109   871722   986912  1033846]","[900770, 871722, 1116050, 915493, 823099]"
1353,"[  824005   833025   842522   862981   906502   927291   931860   970371
   987122   987562   995242  1013187  1017041  1044078  1057260  1092026
  1095100  5568729  7151824  9297106  9445919  9859133 12130522 12262830
 12731583 13776649 15716097   823194   907892   929180   940947   972185
  1008132  1020682  1039156  1041829  1050851  1092588  6979545  8090521
 13007352 13008056 15717055 15926712   823704   831763   840361   844179
   874061   879143   947095   954642   975606  1044068  1081479  1085351
  1122268  5568509  7410320  8090537 10456655 13095132 15596303 15716429
 15925334 15972074   976199  1006937  1042867 15926844]","[886996, 954642, 966891, 1090330, 825176]"
1354,"[  830750   834491   845868   849843   873085   897413   995242  1003600
  1005186  1013623  1019883  1055283  1061023  1082185  1094955  1135460
 12301109 15737717   867519   982485  1096036  1096603 13190613 15596872
   820165   873564   933060   944600   993638   998444  1024128  1104604
  1109465  5978656  9527159 10285373 13512639  6534178]","[1126045, 865569, 1115800, 1081533, 926206]"
1355,"[ 5571176   847982   868745   996156  8019716  9835619 12524133 12670635
   909256   891075   894780   910817   921282   924889   926905   943393
   976475   987838   992128  1009368  1043590  1068719  1075313  1083740
  1089440  1113285  5568702  5587623  6553398  6633302  7442759  8118675
  9242397  9242471  9487414  9527603  9707461 12262778 12263692 13071901
 13956162 15687120 15830882]","[1005935, 983078, 934172, 857215, 831517]"
1356,"[  825753   862349   920456  1001728  1048893   824305   831628   832001
   854852   862308   869573   881917   901523   905081   919180   924611
   946839   956902   958729   961447   961554   962568   979707   981179
   981760   993768  1004385  1009368  1010424  1022843  1022859  1070702
  1071976  1090507  1102829  1110743  1119051  1119879  1131169  1137688
  1137726  7167967  8091601  8119101  9575554  9705473 10141609 12187385
 12781558 15595711 15716445 15717050 15778289 17169555 17329098   974004
  1030455  1044724]","[939527, 1126203, 1048893, 1022859, 1004385]"
1357,[  860975  5582789 13511722],"[5582789, 866548, 5586076, 5583944, 1090017]"
1358,"[  844165  1027168  1029743  1139569 10145194 12984227   835576   845537
  1075305  6463367 13512989   858302   883404   941741   995242  1005902
  1092026  5591089  6034249   884353   837751  1109948 13007697   882441
   903230   922907   955043  8090509  8090521  8090537   847901   883003
   913806  1082611  1114597   835530  1007911  1092937  1098066 16806958]","[1093966, 975938, 1050741, 10198378, 6632283]"
1359,"[  834484   834488   835618   840361   864532   874058   893018   906625
   916578   918368   963502   979707   983897   987724   995816   998679
  1001412  1002558  1038217  1044078  1055646  1056746  1074293  1077703
  1113511  6979345  9677202 12524323   859618   868423   897125   913790
   942525   995242   995916  1065331  1085351  1098066  1112941  5592261
 12525264]","[990504, 1129049, 999625, 1081919, 8203834]"
1360,"[  853041   877798   920112   957444   988208  1010259  1029988  1043958
  1082185  1101010  9571047 15717074 17901324]","[845814, 9859128, 988208, 896666, 971807]"
